,userID,itemID,reviewText,rating
1785,A353U0L2HAMSHV,B00DF05TC6,"I love cheddar, kettle and caramel popcorn, but the combo together just didn't do it for me. Once I got beyond the flavor combo I did enjoy the popcorn. The individual flavors were good, the popcorn was fresh and there were very little unpopped kernels to be found. My only complaint would be the per bag price, but since this is considered gourmet and probably something you'll purchased as a special treat or splurge it may be worth it.",3.0
1383,A2OCDK0BOW6UCY,B00A64NLOM,"Pleasantly mild, these caramels melt easily and are fine for baking and cooking. Each candy is individually wrapped. They are easy to unwrap by untwisting the waxed paper covering. The caramels are a light beige. I chopped some and added them to a chocolate chip cookie recipe and made a caramel sauce with the remainder. The results of both were good but not exceptional. The flavor is sweet but without much depth. Not unpleasant by any means but more a member of the choir than the star. The sauce was smooth with a pleasing texture and a bland flavor. On their own, the candies are not as sweet as the none baking variety. Again the flavor is subtle.These are not a bad choice for baking. However, I would have preferred the caramel in a block instead of having to unwrap twenty some individuals. Granted, that might be a fun enterprise for kids but I found it tedious. If you prefer your caramels mild with little depth or nuttiness, these will be fine. They are convenient, meld nicely with other ingredients and have the bland sweetness that appeals to palates across the board. Recommended.",4.0
866,A3FKGKUCI3DG9U,B0061IUKDM,"There are quite a few varieties of green tea on the market, to say the least. I have tried many. Lately, I have been drinking Twinings. Generally, I prefer pure green tea.Interestingly, green tea is made from the same leaves as is black tea. The difference is in the processing. Green tea is lighter in color and has a more subtle taste. Green teas have less caffeine than the darker teas. I find that  green tea is good for early evening. It has just enough caffeine to provide some energy but not too much to keep me awake at night.This product has a less pronounced taste then the Twinings, but it is smooth with a pronounced hint of lemon. Altogether, I like the flavor.  The caffein level seems to be about the same as other green teas.  I could get used to this product.",4.0
1769,A1Z54EM24Y40LL,B00DBSGJ9O,"These have a wonderful taste - they were slam-dived into upon arrival and well, the first box was almost devoured before they had been here for an hour!  They taste better than Fruit Gushers, in the kids' opinion, but without the gooey center.  They're only 70 calories a package and contain a full day's requirement for Vitamin C.  I think these things are great to send to school when the kids have a slight cold - sure helps get that extra ""C"" in them and well, it tastes great while they're eating it!GREAT taste - the adults love them here too.  Shipped promptly (Prime gets it here in a day here in Ohio), box wasn't crushed either.  Highly recommend!",5.0
1453,AEL6CQNQXONBX,B00AV5JCDU,"I love coffee and drink a ton of it. I really enjoy trying new types and flavors so I was excited to try this. My favorite coffee in recent months has been Brooklyn Beans Cinnamon Subway. I am in love with that coffee and figured this would be just like it. Unfortunately this doesn&#8217;t taste at all like it and I found myself disappointed. It&#8217;s not a bad cup of coffee and it doesn&#8217;t leave any grounds in the cup but it simply doesn&#8217;t compare to my favorite. I really don&#8217;t know how there can be that big of a difference between them when they are both coffee and cinnamon but there certainly is.The Brooklyn Beans Cinnamon Subway has a nice and bold flavor and it tastes like real, sweet cinnamon was sprinkled on top. This coffee has an odd flavor that tastes artificial.",3.0
640,A1UQBFCERIP7VJ,B004R8V9FG,"Nature's Guru Masala Spice Chai is made in India.  It is quite tasty and I actually like it better than most all spiced tea that I have had in restaurants or in the homes of friends from India.  I make it with ten ounces of water rather than six to eight ounces as recommended and it doesn't give me a queasy nauseated feeling in my stomach like the more concentrated masala chai sometimes does.  I also frequently don't put enough sugar in hot beverages but this is presweetened so it is a nice substitute for (or complement to) dessert.It's completely instant, just add water.  It dissolves easily.The balance of the spices is what I like about it the most, a robust flavor of cardamom, cinnamon, and cloves with a bit of a peppery finish.  There is also a gingery component but that may be from the combination of the other spices rather than the actual inclusion of ginger&mdash;I can't be sure.This would be especially handy when camping or for the office.  The Nature's Guru website says it is available at many grocery stores and at T.J.Maxx as well as Amazon.40 calories, 10 mg of sodium.  Ingredients:  Cane sugar, milk powder, black tea extract, natural cardamom powder and spices.",5.0
110,A353U0L2HAMSHV,B000V17MLS,"I picked this up on a recent lightning deal because we are trying to incorporate ""new"" foods in our dinner routine.  I have to admit I am not a big fan of Indian foods because of their spices (curry, etc.), but I was willing to try this. The directions were easy enough and I actually divided it into 2 pans because my daughter is a vegetarian and doesn't eat chicken. We served it two ways, for us it was chicken in the butter curry sauce over rice and for my daughter is was served with rice and homemade roti. I have to admit that I was surprised that I liked it. The flavors were strong, but not overpowering and it was enjoyed by everyone in my family. We now have this at least once every two weeks. Because I haven't been able to locate this in a grocery store near me, I have continued to purchase it here on Amazon and the price seems to be very reasonable.",4.0
1882,A1UQBFCERIP7VJ,B00DUQDIMI,"Lipton Peppermint Herbal Tea comes in a 0.7 oz. box with 18 pyramidal tea bags with tags.  I was surprised at the intensity of the smell when opening the box, especially compared to the loose leaves I buy at a tea shop.  I thought they must have peppermint oil added, but the only ingredient is peppermint leaves.One bag will make a small pot.  It is best to use boiling water and to allow it to steep for a while.  The leaves are finely-crushed and the structured bag gives them plenty of room to expand.The brew has a nice golden color with a greenish hue around the edges of the cup.  The flavor is as intense as the smell and will nip at the tip of the tongue.",5.0
1706,A353U0L2HAMSHV,B00DBSG2NC,"These didn't last long in our pantry.  I was the first one to open the box and enjoy one, but once open my family had a free for all.  Obviously we all liked these Keebler Jumbo Dark Fudge Sticks.  For me they were chocolatey, but not overly sweet and I liked the crisp crunch to them.  They reminded me of a popular candy bar, but on a larger scale.  The amount you get in each box  is good for the price, but one box is likely to go fast so would recommend buying several.",4.0
916,A1KEK09ZA6J9P8,B007FK3CVM,"I'm always surprised that an aloe drink can taste so good, but this product did not disappoint.  The 15.2 oz bottle contains 70 calories (serves 2) and is sweetened with organic cane sugar and stevia.  Suprisingly, the drink has a faint taste of apple, just enough and not too sweet.  This would be wonderful over ice on a hot day.  I do think I enjoy the drinks that have the pulp in them a bit more, but that is a personal preference, just like it is with orange juice-to pulp or not to pulp.  If you are looking for a non-carbonated drink that is not just water, you might really enjoy this.  Though I can't speak for the health properties, aloe is known to be very good for your skin as a topical agent, so who knows, it couldn't hurt, right?  Overall, a good product for those looking for an alternative to a soft drink with fewer calories.",4.0
